Country,scores,Edu,MPYears,Female,Minister,PartyLeader,Party,PovertyAgg,AgricultureAgg,EconomyAgg,EducationAgg,HealthAgg,InfrastructureAgg,SocialRightsAgg,PoliticalRightsAgg,ViolenceAgg,WaterAgg,WomenRightsAgg,Ruling,Matriloc,Matrilin,PoliticalJob,Year,CountryCorr,WomenRep,Polity,RulingParty,Proportional,Quota,GDPPC,Under5Mortality,Urban,GenderGap,WomenLabor,DistMag,ABWomen,PercRuling,PREG,ELF
Burkina,-0.447731557,8,3,0,1,1,"Union pour la renaissance, Mouvement sankariste, UNIR, MS",0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.524768685,7,18,0,0,0,"Parti pour la dí©mocratie et le progríÂs, Parti socialiste, PDP, PS",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.188516418,3,18,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.535359662,3,14,0,0,0,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.09414018,9,3,0,0,0,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.440618441,6,18,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.755946547,8,3,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.398825231,7,8,0,1,1,"Union pour la renaissance, Mouvement sankariste, UNIR, MS",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.366015251,6,3,0,1,1,"Union pour la dí©mocratie et le progríÂs social, UDPS",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.401780748,9,3,0,0,1,"Parti pour la dí©mocratie et le progríÂs, Parti socialiste, PDP, PS",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.492097176,3,13,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.53478524,3,13,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.54657185,3,3,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.410611841,6,4,0,1,1,"Alliance pour la dí©mocratie et la fí©dí©ration, rassemblement dí©mocratique africain, ADF-RDA",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.100369176,9,3,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.467949533,5,3,0,0,0,"Alliance pour la dí©mocratie et la fí©dí©ration, rassemblement dí©mocratique africain, ADF-RDA",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.82154091,6,18,0,1,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.156779025,4,18,0,0,1,"Alliance pour la dí©mocratie et la fí©dí©ration, rassemblement dí©mocratique africain, ADF-RDA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.536287504,3,3,0,1,0,"Alliance pour la dí©mocratie et la fí©dí©ration, rassemblement dí©mocratique africain, ADF-RDA",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.341203726,8,3,0,1,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.485037297,7,3,0,0,1,"Alliance pour la dí©mocratie et la fí©dí©ration, rassemblement dí©mocratique africain, ADF-RDA",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.822115332,6,3,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.369073017,6,3,0,0,0,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Ghana,-1.019221496,9,6,0,0,0,"Conventions Peoples Party, CPP",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.09414018,6,6,0,0,1,"National Democratic Congress, NDC",0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.830639197,8,6,0,0,1,"National Democratic Congress, NDC",0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,1.101512224,3,6,0,0,1,"National Democratic Congress, NDC",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.854212418,6,10,0,0,1,"National Democratic Congress, NDC",0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.740055575,8,18,0,0,1,"National Democratic Congress, NDC",0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.563695838,3,10,0,0,1,"National Democratic Congress, NDC",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.975430299,6,14,0,0,0,"National Democratic Congress, NDC",0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.447731557,8,6,0,0,1,"National Democratic Congress, NDC",0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.563695838,6,17,0,0,1,"National Democratic Congress, NDC",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,0.566753603,6,6,0,0,0,"National Democratic Congress, NDC",0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,1.019795918,6,6,0,1,1,"National Democratic Congress, NDC",1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.93750519,6,6,0,0,1,"National Democratic Congress, NDC",0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.464855544,5,6,0,0,1,"National Democratic Congress, NDC",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.09414018,8,6,0,0,1,"National Democratic Congress, NDC",0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,1.019795918,8,10,0,0,1,"National Democratic Congress, NDC",0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,0.485037297,7,6,0,0,1,"National Democratic Congress, NDC",0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.09414018,8,6,0,0,0,"National Democratic Congress, NDC",0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-1.085390281,8,6,0,0,0,"National Democratic Congress, NDC",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.447731557,7,6,0,0,0,"New Patriotic Party, NPP",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.764470412,8,6,0,0,1,"Peoples National Convention, PNC",0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.09414018,6,14,0,1,1,"New Patriotic Party, NPP",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.09414018,8,6,0,0,0,"New Patriotic Party, NPP",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.077354355,2,10,0,1,1,"Peoples National Convention, PNC",0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,0.225813868,4,11,0,0,1,"New Patriotic Party, NPP",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,0.543616333,7,10,0,0,1,"New Patriotic Party, NPP",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.302940455,6,6,1,1,0,"Peoples National Convention, PNC",0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.276273245,5,6,1,0,0,"New Patriotic Party, NPP",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.842425808,8,6,0,0,1,"New Patriotic Party, NPP",0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.986549988,8,6,0,0,1,"New Patriotic Party, NPP",0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.028937216,9,14,0,0,1,"New Patriotic Party, NPP",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.830639197,7,14,0,0,1,"New Patriotic Party, NPP",0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.975430299,8,6,0,0,1,"National Democratic Congress, NDC",0,0,2,0,0,0,0,1,0,0,0,1,1,0,1,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.013351716,7,6,0,0,1,"New Patriotic Party, NPP",1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,0.164982459,8,6,0,1,0,"New Patriotic Party, NPP",0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.830639197,7,10,0,0,0,"New Patriotic Party, NPP",0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.111264167,7,6,0,0,0,"Peoples National Convention, PNC",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.93750519,7,14,0,0,1,"New Patriotic Party, NPP",0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.09414018,6,6,0,0,0,"Peoples National Convention, PNC",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.447731557,9,6,0,1,1,"New Patriotic Party, NPP",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.54657185,8,6,1,0,0,"Peoples National Convention, PNC",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,0.012387651,8,7,0,0,0,"New Patriotic Party, NPP",0,0,2,0,0,0,0,1,0,0,0,0,NA,NA,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.447731557,8,10,0,1,0,"National Democratic Congress, NDC",0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,0.324654161,6,10,0,1,0,"New Patriotic Party, NPP",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-1.118061789,7,6,0,0,1,"Peoples National Convention, PNC",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,0.485037297,7,6,0,0,0,"National Democratic Congress, NDC",0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.54657185,8,6,0,0,1,"New Patriotic Party, NPP",0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.09414018,6,6,0,0,0,"New Patriotic Party, NPP",0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,-0.920381203,8,9,0,0,0,"New Patriotic Party, NPP",1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Ghana,0.242937855,8,6,0,0,0,Independent,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2009,-0.236401995,7.9,8,0.5,1,0,563,80,49,0.67,67,1,71,0.5,0.44,0.71
Kenya,-0.656531832,7,36,0,0,0,NA,1,0,0,0,0,0,0,2,0,0,0,NA,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.184230574,6,18,0,0,1,"Kenya African National Union, KANU",1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.250399359,8,13,0,0,0,"Kenya African National Union, KANU",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.920381203,9,18,0,0,0,Sisi Kwa Sisi,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.656531832,8,4,0,1,0,"Party of national unity, PNU",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.184230574,5,8,0,1,1,"National Alliance Rainbow Coalition, NARC",1,0,1,0,0,1,0,0,0,0,0,1,NA,NA,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.711580928,6,12,0,0,0,"Orange democratic movement, ODM",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.007434886,3,8,0,1,0,"Kenya African National Union, KANU",1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.920381203,9,8,0,1,0,"National Alliance Rainbow Coalition, NARC",0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.616800445,8,13,0,0,0,"Liberal Democratic Party, LDP",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.920381203,4,13,0,0,0,"Orange democratic movement, ODM",0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.448079945,6,8,0,1,0,NA,1,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.920381203,8,8,0,1,1,"National Alliance Rainbow Coalition, NARC",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.894641836,6,8,0,0,1,"Grand National Union, GNU",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,1.101512224,6,13,0,1,1,"Kenya African National Union, KANU",1,0,1,0,0,1,0,0,0,0,0,0,NA,NA,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.920381203,8,8,0,0,0,"Kenya African National Union, KANU",1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.36875053,8,13,0,0,1,"Orange democratic movement, ODM",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.975430299,8,8,0,0,0,"National Alliance Rainbow Coalition, NARC",0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.893713993,5,13,0,0,1,"Orange democratic movement, ODM",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.920381203,8,47,0,0,0,"Liberal Democratic Party, LDP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.798634611,6,8,0,1,0,"National Alliance Rainbow Coalition, NARC",1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,0.077231906,4,18,0,0,1,"Kenya African National Union, KANU",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.212356833,6,8,1,0,0,"Kenya African National Union, KANU",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.349239652,6,7,0,0,0,"National Alliance Rainbow Coalition, NARC",0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.230576822,6,18,0,0,1,"Forum for the Restoration of the People, FORD-P",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.184230574,8,8,0,0,0,"National Alliance Rainbow Coalition, NARC",1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.641215282,6,8,0,0,0,"Forum for the Restoration of the People, FORD-P",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.448079945,6,8,0,0,1,"Forum for the Restoration of the People, FORD-P",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.448079945,6,9,0,0,0,"Forum for the Restoration of the People, FORD-P",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.007434886,5,8,0,1,0,"Kenya African National Union, KANU",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.102514268,4,36,0,0,0,"National Alliance Rainbow Coalition, NARC",1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.986549988,6,18,1,0,0,"National Alliance Rainbow Coalition, NARC",0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.448079945,6,7,0,0,0,"National Alliance Rainbow Coalition, NARC",1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.448079945,5,22,0,0,1,"National Alliance Rainbow Coalition, NARC",0,0,2,0,0,0,0,0,0,0,0,1,NA,NA,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.184230574,8,36,1,0,0,"Kenya African National Union, KANU",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.267405929,8,25,0,0,0,"National Alliance Rainbow Coalition, NARC",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-0.82154091,8,13,0,0,0,"Not applicable, correctly skipped",0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
Kenya,-1.283070867,6,8,0,0,0,"National Alliance Rainbow Coalition, NARC",0,0,3,0,0,0,0,0,0,0,0,1,NA,NA,0,2009,0.798327195,9.4,7,0.4419643,1,0,553,70,23,0.66,61,1,73,0.44,0.57,0.83
